"Title","Year","Keywords","Agency"
"The Life Cycle of Plants in India and Mexico","2014","Productivity; Divergence (linguistics); Geography; Agricultural economics; Demography; Economics; Economic growth; Sociology; Linguistics; Philosophy","Chicago"
"The Local Area Impact of Exporting","2021","Reforestation; Deforestation (computer science); Agriculture; Clearing; Agroforestry; Natural resource economics; Land use; land-use change and forestry; Land use; Business; Agricultural land; Biodiversity; Geography; Forestry; Environmental science; Environmental protection; Economics; Ecology; Biology; Archaeology; Finance; Computer science; Programming language","Michigan"
"The Local-Area Incidence of Exporting","2021","Dissolved organic carbon; Throughfall; Environmental science; Hydrology (agriculture); Stemflow; Peat; Wetland; Surface runoff; Bog; Total organic carbon; Boreal; Soil water; Environmental chemistry; Soil science; Chemistry; Geology; Ecology; Paleontology; Biology; Geotechnical engineering","Austin"
"The Location and Agglomeration of Industrial R&D","2016","R&D; research; development; industrial","Boston"
"The Location of Displaced New Orleans Residents in the Year after Hurricane Katrina","2014","Metropolitan area; Hurricane katrina; Demography; Geography; Socioeconomic status; American Community Survey; Multinomial logistic regression; Population; Logistic regression; Socioeconomics; Gerontology; Natural disaster; Medicine; Census; Archaeology; Sociology; Machine learning; Meteorology; Computer science; Internal medicine","Michigan"
"The Location of Displaced New Orleans Residents in the Year after Hurricane Katrina","2014","Metropolitan area; Hurricane katrina; Demography; Geography; Socioeconomic status; American Community Survey; Multinomial logistic regression; Population; Logistic regression; Socioeconomics; Gerontology; Natural disaster; Medicine; Census; Archaeology; Sociology; Machine learning; Meteorology; Computer science; Internal medicine","Michigan"
"The Location of Industrial Innovation: Does Manufacturing Matter?","2013","Business; Industrial organization; Economic geography; Geography","Boston"
"The Long Run Effects of Military Service: Evidence from the 911 Attacks","2021","Economics","Texas"
"The Long-Run Effects of America's First Paid Maternity Leave Policy","2019","growth; income; sird; ssel; workers","Michigan"
"The Long-Run Effects of Mortgage Credit Access on Entrepreneurship","2019","Ceteris paribus; Economics; Competition (biology); Financial market; Finance; Monetary economics; Financial system; Microeconomics; Ecology; Biology","Berkeley"
"The Long-Run Effects of Recessions on Education and Income","2022","Recession; Earnings; Economics; Demographic economics; Educational attainment; Per capita; Per capita income; Labour economics; Demography; Finance; Economic growth; Sociology; Population; Keynesian economics","Michigan"
"The Long-Run Effects of Recessions on Education and Income","2022","Recession; Earnings; Economics; Demographic economics; Educational attainment; Per capita; Per capita income; Labour economics; Demography; Finance; Economic growth; Sociology; Population; Keynesian economics","Michigan"
"The Long-run Impacts of Court-Ordered Desegregation","2022","Desegregation; Political science; Law","Wisconsin"
"The Long-run Impacts of Court-Ordered Desegregation","2022","Desegregation; Political science; Law","Wisconsin"
"The Long-Term Effects of Early Life Medicaid Coverage","2019","Medicaid; Graduation (instrument); Medicine; Term (time); Demography; Gerontology; Pediatrics; Health care; Physics; Quantum mechanics; Economics; Economic growth; Geometry; Mathematics; Sociology","Michigan"
"The Margins of Global Sourcing: Theory and Evidence from U.S. Firms","2017","Business","Boston"
"The Margins of Global Sourcing: Theory and Evidence from U.S. Firms","2017","Business","Boston"
"The Margins of Global Sourcing: Theory and Evidence from U.S. Firms","2017","Business","Boston"
"The Margins of Global Sourcing: Theory and Evidence from U.S. Firms","2017","Business","Boston"
"The Matching Multiplier and the Amplification of Recessions","2023","Economics; Recession; Multiplier (economics); Earnings; Econometrics; Matching (statistics); Covariance; Great recession; Aggregate (composite); Monetary economics; Labour economics; Macroeconomics; Mathematics; Statistics; Finance; Materials science; Composite material","Chicago"
"The Matching Multiplier and the Amplification of Recessions","2023","Economics; Recession; Multiplier (economics); Earnings; Econometrics; Matching (statistics); Covariance; Great recession; Aggregate (composite); Monetary economics; Labour economics; Macroeconomics; Mathematics; Statistics; Finance; Materials science; Composite material","Chicago"
"The Micro Elasticity of Substitution and Non-Neutral Technology","2019","Elasticity of substitution; Economics; Elasticity (physics); Econometrics; Substitution (logic); Constant elasticity of substitution; Productivity; Production function; Microeconomics; Production (economics); Macroeconomics; Computer science; Materials science; Programming language; Composite material","Chicago"
"The Micro-Level Anatomy of the Labor Share Decline","2021","Wage share; Labour economics; Market share; Economics; Productivity; Revenue; Distribution (mathematics); Product (mathematics); Value (mathematics); Demographic economics; Wage; Efficiency wage; Mathematical analysis; Geometry; Mathematics; Accounting; Finance; Machine learning; Computer science; Macroeconomics","Triangle"
"The Micro-Level Anatomy of the Labor Share Decline","2021","Wage share; Labour economics; Market share; Economics; Productivity; Revenue; Distribution (mathematics); Product (mathematics); Value (mathematics); Demographic economics; Wage; Efficiency wage; Mathematical analysis; Geometry; Mathematics; Accounting; Finance; Machine learning; Computer science; Macroeconomics","Triangle"
"The Micro-Level Anatomy of the Labor Share Decline","2021","Wage share; Labour economics; Market share; Economics; Productivity; Revenue; Distribution (mathematics); Product (mathematics); Value (mathematics); Demographic economics; Wage; Efficiency wage; Mathematical analysis; Geometry; Mathematics; Accounting; Finance; Machine learning; Computer science; Macroeconomics","Triangle"
"The Micro-Level Anatomy of the Labor Share Decline","2021","Wage share; Labour economics; Market share; Economics; Productivity; Revenue; Distribution (mathematics); Product (mathematics); Value (mathematics); Demographic economics; Wage; Efficiency wage; Mathematical analysis; Geometry; Mathematics; Accounting; Finance; Machine learning; Computer science; Macroeconomics","Triangle"
"The Moderating Effect of Rurality on the Incidence and Intensity of Volunteering","2019","Medicine; Randomized controlled trial; Physical therapy; Psychological intervention; Gerontology; Activities of daily living; Nursing; Surgery","Atlanta"
"The Modern Wholesaler: Global Sourcing, Domestic Distribution, and Scale Economies","2018","Download; Counterfactual thinking; Economies of scale; Market power; Distribution (mathematics); Business; Developing country; Marginal cost; Scale (ratio); Linkage (software); Quality (philosophy); Superstar; Commerce; Industrial organization; Economics; International trade; Market economy; Marketing; Economic growth; Microeconomics; Advertising; Philosophy; Mathematics; Mathematical analysis; Chemistry; Biochemistry; Epistemology; Monopoly; Gene; Computer science; Operating system; Quantum mechanics; Physics","Yale"
"The Nature of Firm Growth","2021","Microdata (statistics); Dynamism; Economics; Ex-ante; Business cycle; Distribution (mathematics); Monetary economics; Econometrics; Census; Macroeconomics; Population; Physics; Demography; Quantum mechanics; Sociology; Mathematical analysis; Mathematics","Chicago"
"The Nature of Firm Growth","2021","Microdata (statistics); Dynamism; Economics; Ex-ante; Business cycle; Distribution (mathematics); Monetary economics; Econometrics; Census; Macroeconomics; Population; Physics; Demography; Quantum mechanics; Sociology; Mathematical analysis; Mathematics","Chicago"
"The Need to Account for Complex Sampling Features when Analyzing Establishment Survey Data:  An Illustration using the 2013 Business Research and Development and Innovation Survey (BRDIS)","2018","Sample (material); Sampling (signal processing); Variety (cybernetics); Data science; Survey sampling; Documentation; Survey data collection; Computer science; Statistical inference; Sampling design; Population; Data collection; Inference; Statistics; Mathematics; Artificial intelligence; Chemistry; Demography; Filter (signal processing); Chromatography; Sociology; Computer vision; Programming language","Michigan"
